2.033750	2.121195
2.697768	2.802914
2.228336	2.693291
2.750097	2.231987
2.607613	2.582202
0.991369	1.319648
1.770167	1.804512
1.634665	1.038328
0.963801	1.754817
1.382438	1.388633
2.362842	2.081897
2.673028	2.534890
2.036304	2.659293
2.810554	2.123728
2.533921	2.535722
0.988745	1.254348
1.683596	1.750708
1.552346	1.235895
1.194440	1.900869
1.506628	1.433983
2.325324	2.175559
2.951967	2.841906
2.213118	2.580779
2.787360	2.011776
2.620746	2.403200
1.193219	1.314551
1.865599	1.966565
1.737166	1.164146
1.022071	1.732427
1.613381	1.341248
2.158622	1.964208
2.859069	2.552072
2.036263	2.839597
2.725296	2.024299
2.529303	2.563728
1.212537	1.275498
1.694980	1.701786
1.781245	1.189486
1.085987	1.949719
1.581479	1.369427
2.233016	2.061745
2.878336	2.736322
2.224135	2.653780
2.683852	2.008368
2.475051	2.600960
1.105702	1.363330
1.783850	1.748520
1.589660	1.252436
1.097299	1.654513
1.566586	1.501602
2.082499	2.249861
2.680525	2.835039
2.264297	2.634350
2.775519	1.956792
2.655538	2.561062
0.984411	1.325752
1.807227	1.827350
1.597117	1.092631
1.205731	1.791755
1.385184	1.501307
2.277339	2.068530
2.726527	2.722914
2.260747	2.785284
2.873972	2.091765
2.374340	2.455936
1.211560	1.045032
1.705671	1.854328
1.675407	1.068226
1.249780	1.940461
1.516516	1.448663
2.190575	2.058327
2.915660	2.638958
2.185366	2.623963
2.960990	2.032600
2.579730	2.522426
0.998663	1.287105
1.813147	1.765885
1.700300	1.330055
0.942489	1.964876
1.524196	1.350169
2.210442	1.998022
2.914348	2.742253
2.252538	2.599284
2.914053	1.974442
2.369976	2.581042
1.038022	1.347023
1.628694	1.745438
1.580088	1.277695
1.211540	1.869333
1.533413	1.582405
2.117575	1.981492
2.633872	2.553669
2.302079	2.817542
2.703526	1.971868
2.517736	2.338084
0.971258	1.184837
1.784073	1.862049
1.714481	1.057962
1.078907	1.700647
1.565406	1.430118
2.178896	2.010810
2.825956	2.710860
2.242894	2.586731
2.801378	2.254347
2.565254	2.641601
0.996649	1.145316
1.592783	1.965059
1.685814	1.366005
0.965836	1.841724
1.364798	1.479242
2.343839	1.949478
2.931540	2.630006
2.109101	2.789689
2.770239	2.000657
2.542690	2.534715
1.083871	1.188784
1.732609	1.844908
1.818264	1.309597
1.141592	1.873636
1.521917	1.458378
2.094757	2.179302
2.818377	2.835029
2.114289	2.596313
2.834908	2.166169
2.528204	2.450433
1.098154	1.060129
1.780248	1.837350
1.740127	1.263707
1.201510	1.683038
1.525346	1.622578
2.337186	2.138235
2.875894	2.547738
2.255925	2.858844
2.738337	2.123067
2.435275	2.391308
0.969518	1.323015
1.817074	1.881439
1.584960	1.142305
0.959783	1.658867
1.546993	1.606667
2.215030	2.082752
2.769660	2.632915
2.188520	2.700402
2.684218	2.041013
2.579333	2.437961
1.208895	1.353025
1.824449	1.875009
1.633353	1.348000
0.975744	1.655246
1.594989	1.508194
2.236546	2.252038
2.657423	2.825212
2.251286	2.640708
2.668267	2.101684
2.409029	2.430097
1.239993	1.217055
1.754267	1.671512
1.697513	1.159710
1.098937	1.897786
1.503087	1.460789
2.262721	2.110717
2.835427	2.665061
2.035297	2.769292
2.666873	2.141022
2.621082	2.497167
1.182446	1.198967
1.660036	1.895121
1.717604	1.152366
1.251906	1.843616
1.392193	1.458083
2.077209	2.181093
2.950573	2.737329
2.042611	2.643281
2.651970	2.146403
2.377209	2.615691
1.221438	1.232294
1.773880	1.917990
1.538226	1.075490
1.169302	1.839048
1.405855	1.355317
2.089640	2.141368
2.746994	2.639802
2.155855	2.753667
2.900798	2.202293
2.508845	2.537034
1.199394	1.333534
1.581603	1.843392
1.667472	1.117900
0.978847	1.918397
